text,label
no but well do medical mission to nigeria,ham
no i am not having not any movie in my laptop,ham
urgent please call from landline cash or a luxury canary island holiday await collection tc sae award maq ppm,spam
urgent please call from your landline your complimentary lux costa del sol holiday or cash await collection ppm sae tc james ehrr,spam
i havent lei next mon can,ham
mm feeling sleepy today itself i shall get that dear,ham
how dare you stupid i wont tell anything to you hear after i wont talk to you,ham
do noe if ben is going,ham
can you do a mag meeting this avo at some point,ham
i meant middle left or right,ham
really i crashed out cuddled on my sofa,ham
hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,ham
i sent you the price and do you mean the ltgt g,ham
nothing can,ham
no am working on the ringing u thing but have whole houseful of screaming brat so am pulling my hair out loving u,ham
but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it make me feel like died,ham
tick tick tick babe,ham
r going today meeting,ham
k dahow many page you want,ham
ya had just nowonion roast,ham
send his number and give reply tomorrow morning for why you said that to him like that ok,ham
you said not now no problem when you can let me know,ham
ok but tell me half an hr b u come i need prepare,ham
play w computer aiyah i tok u lor,ham
sat right okay thanks,ham
derp which is worse a dude who always want to party or a dude who file a complaint about the three drug abuser he life with,ham
ok chinese food on it way when i get fat youre paying for my lipo,ham
we r outside already,ham
have a good trip watch out for remember when you get back we must decide about easter,ham
yo we are watching a movie on netflix,ham
what time im out until prob or so,ham
can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,ham
arr birthday today i wish him to get more oscar,ham
open rebtel with firefox when it load just put plus sign in the user name place and it will show you two number the lower number is my number once you pick that number the pin will display okay,ham
and picking them up from various point,ham
married local woman looking for discreet action now real match instantly to your phone text match to msg cost p stop txt stop bcmsfwcnxx,spam
wow v v impressed have fun shopping,ham
i am on the way to ur home,ham
burger king wanna play footy at a top stadium get burger king before st sept and go large or super with cocacola and walk out a winner,spam
no problem talk to you later,ham
then ur si how,ham
still in customer place,ham
how come it take so little time for a child who is afraid of the dark to become a teenager who want to stay out all night,spam
dude u knw also teluguthts gudk gud nyt,ham
we confirm eating at esplanade,ham
send me your id and password,ham
kind of took it to garage centre part of exhaust need replacing part ordered n taking it to be fixed tomo morning,ham
for ur chance to win a cash every wk txt action to tscs wwwmovietriviatv custcare xpwk,spam
well i might not come then,ham
long after i quit i get on only like minute a day a it is,ham
then it most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,ham
well at this right im gonna have to get up and check today steam salespee so text me when you want me to come get you,ham
just arrived see you in a couple day lt,ham
k wat s tht incident,ham
yeah get the unlimited,ham
cthen i thk shd b enuff still got conclusion n content pg n reference ill b doing da content pg n cover pg,ham
forgot it take me year to shower sorry where you atyour phone dead yet,ham
got wat to buy tell u then no need to come in again,ham
when you are big god will bring success,ham
uve bin awarded to play instant cash call to claim every th player win min optout,spam
we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon ham,ham
not from this campus are you in the library,ham
the affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt am ill double check and text you again tomorrow,ham
how will i creep on you now,ham
if i get there before you after your ten billion call and text so help me god,ham
ive told him that ive returned it that should i re order it,ham
housemaid is the murderer coz the man wa murdered on ltgt th january a public holiday all govtinstituitions are closedincluding post office,ham
depends on where u going lor,ham
and smile for me right now a you go and the world will wonder what you are smiling about and think your crazy and keep away from you grin,ham
freemsgfav xmas tonesreply real,spam
lil fever now fine,ham
i think it all still in my car,ham
can a not,ham
december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,spam
yes princess i want to catch you with my big strong hand,ham
oh yeah i forgot u can only take out shopping at once,ham
mm so you asked me not to call radio,ham
thinkin about someone is all good no drug for that,ham
enjoy the shower of possessiveness poured on u by ur loved one bcoz in this world of lie it is a golden gift to be loved truly,ham
alright if youre sure let me know when youre leaving,ham
some are lasting a much a hour you might get lucky,ham
genius whats up how your brother pls send his number to my skype,ham
gr poly tone all mob direct u rply with poly title to eg poly breathe title crazyin sleepingwith finest ymca getzedcouk poboxowwq p,spam
thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin dinner den i might b able to join,ham
dont forget who owns you and who private property you are and be my good boy always passionate kiss,ham
interflora it not too late to order interflora flower for christmas call to place your order before midnight tomorrow,spam
oh godtaken the teethis it paining,ham
romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,spam
then u ask darren go n pick u lor but i oso sian tmr haf meet lect,ham
no need to buy lunch for me i eat maggi mee,ham
